,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
87,0.657,0.41,-9.661,0.0266,0.866,0.7859999999999999,0.156,94.04700000000001
88,0.496,0.24600000000000002,-9.666,0.196,0.218,0.914,0.115,84.90299999999999
89,0.628,0.48700000000000004,-8.965,0.222,0.0688,0.698,0.37,83.955
90,0.425,0.301,-8.88,0.0516,0.429,0.892,0.20199999999999999,83.925
91,0.805,0.263,-16.282,0.0692,0.504,0.7859999999999999,0.303,110.005
92,0.682,0.376,-11.642000000000001,0.0488,0.652,0.797,0.132,119.979
93,0.755,0.259,-12.205,0.043,0.73,0.91,0.128,119.956
94,0.762,0.342,-10.588,0.0499,0.66,0.8390000000000001,0.518,86.993
95,0.623,0.5820000000000001,-10.936,0.0368,0.18899999999999997,0.927,0.0709,84.99600000000001
96,0.731,0.2,-13.425999999999998,0.0529,0.804,0.9079999999999999,0.0966,80.003
97,0.7170000000000001,0.23,-11.22,0.0312,0.9420000000000001,0.843,0.54,74.99600000000001
98,0.813,0.183,-12.539000000000001,0.08900000000000001,0.865,0.53,0.27,114.008
99,0.7929999999999999,0.281,-10.79,0.0873,0.8140000000000001,0.758,0.48200000000000004,89.948
100,0.62,0.294,-11.477,0.0369,0.8590000000000001,0.889,0.19699999999999998,80.008
101,0.777,0.222,-14.786,0.0737,0.0555,0.778,0.39399999999999996,84.99700000000001
102,0.79,0.33799999999999997,-13.089,0.0602,0.7340000000000001,0.887,0.34,75.001
103,0.851,0.129,-18.5,0.0809,0.875,0.9359999999999999,0.7190000000000001,120.023
104,0.764,0.491,-8.754,0.0664,0.618,0.812,0.474,90.02799999999999
105,0.718,0.226,-13.542,0.0657,0.77,0.8190000000000001,0.17300000000000001,80.01
106,0.589,0.302,-12.464,0.0348,0.905,0.899,0.28300000000000003,82.946
107,0.736,0.17800000000000002,-11.69,0.0515,0.19899999999999998,0.6859999999999999,0.387,118.152
108,0.522,0.0426,-21.969,0.0344,0.953,0.536,0.17,81.08800000000001
109,0.688,0.235,-13.752,0.0306,0.835,0.856,0.10099999999999999,139.987
110,0.778,0.28300000000000003,-10.115,0.389,0.826,0.528,0.365,76.94800000000001
111,0.631,0.275,-14.524000000000001,0.0367,0.8240000000000001,0.625,0.145,143.994
112,0.8029999999999999,0.263,-15.742,0.0349,0.7929999999999999,0.9229999999999999,0.161,116.023
113,0.635,0.354,-9.377,0.0453,0.59,0.8859999999999999,0.316,80.002
114,0.823,0.513,-7.675,0.0474,0.514,0.39299999999999996,0.49700000000000005,83.01799999999999
115,0.8340000000000001,0.233,-13.418,0.0596,0.00224,0.7290000000000001,0.762,86.094
116,0.76,0.387,-9.362,0.124,0.196,0.736,0.43200000000000005,165.821
117,0.757,0.461,-9.477,0.0313,0.265,0.12300000000000001,0.353,108.999
118,0.736,0.18899999999999997,-14.269,0.043,0.644,0.924,0.195,85.005
119,0.787,0.166,-23.875,0.513,0.777,0.29100000000000004,0.34299999999999997,81.97399999999999
120,0.8190000000000001,0.26899999999999996,-11.507,0.0576,0.731,0.927,0.29600000000000004,129.94799999999998
121,0.376,0.564,-6.574,0.043,0.0452,0.703,0.637,161.003
122,0.8959999999999999,0.45299999999999996,-12.08,0.0641,0.183,0.619,0.9329999999999999,137.957
123,0.885,0.258,-13.107000000000001,0.111,0.614,0.65,0.48700000000000004,75.013
124,0.691,0.15,-19.959,0.0339,0.9329999999999999,0.9009999999999999,0.195,134.039
125,0.569,0.247,-19.125999999999998,0.0712,0.7809999999999999,0.884,0.318,170.014
126,0.534,0.253,-17.424,0.0374,0.623,0.938,0.18600000000000003,134.004
127,0.624,0.425,-9.207,0.0399,0.9470000000000001,0.688,0.10300000000000001,68.0
128,0.765,0.14800000000000002,-12.357999999999999,0.0494,0.9490000000000001,0.941,0.415,83.03
129,0.596,0.17300000000000001,-18.157,0.0415,0.862,0.935,0.14300000000000002,150.013
130,0.41200000000000003,0.153,-17.506,0.0409,0.8220000000000001,0.636,0.042,86.985
131,0.6990000000000001,0.191,-20.590999999999998,0.0494,0.8759999999999999,0.84,0.184,140.024
132,0.644,0.11800000000000001,-16.884,0.0367,0.647,0.878,0.23,143.955
133,0.531,0.292,-14.262,0.0439,0.878,0.34,0.151,129.938
134,0.76,0.273,-13.747,0.0564,0.937,0.7559999999999999,0.363,80.029
135,0.474,0.385,-11.055,0.134,0.28600000000000003,0.0826,0.595,60.538999999999994
136,0.5770000000000001,0.16399999999999998,-13.084000000000001,0.0424,0.237,0.893,0.254,160.178
137,0.76,0.256,-9.859,0.27899999999999997,0.0113,0.915,0.47600000000000003,170.24
138,0.6759999999999999,0.33,-13.639000000000001,0.0392,0.523,0.9490000000000001,0.643,83.036
139,0.6559999999999999,0.31,-11.937000000000001,0.109,0.38799999999999996,0.9,0.233,170.013
140,0.7140000000000001,0.293,-9.568,0.0861,0.872,0.94,0.485,179.94
141,0.727,0.18100000000000002,-18.872,0.033,0.9790000000000001,0.929,0.0759,126.009
142,0.8170000000000001,0.431,-11.857999999999999,0.153,0.621,0.775,0.428,90.00399999999999
143,0.797,0.365,-12.107000000000001,0.222,0.495,0.747,0.387,128.002
144,0.7190000000000001,0.418,-9.1,0.0464,0.5710000000000001,0.8340000000000001,0.40700000000000003,83.985
145,0.6940000000000001,0.424,-9.584,0.0359,0.615,0.9109999999999999,0.285,81.013
146,0.54,0.152,-11.117,0.0312,0.9329999999999999,0.938,0.0409,78.031
147,0.778,0.396,-11.539000000000001,0.0723,0.631,0.81,0.529,86.01
148,0.753,0.5529999999999999,-13.550999999999998,0.11,0.584,0.9440000000000001,0.506,141.969
149,0.785,0.46799999999999997,-7.457000000000001,0.31,0.495,0.93,0.589,168.02900000000002
150,0.6409999999999999,0.36,-13.123,0.242,0.615,0.757,0.584,128.791
151,0.688,0.337,-14.207,0.055,0.4,0.863,0.192,80.007
152,0.6459999999999999,0.37200000000000005,-13.270999999999999,0.0664,0.92,0.919,0.35600000000000004,129.88299999999998
153,0.943,0.7290000000000001,-12.454,0.0852,0.36700000000000005,0.7020000000000001,0.5670000000000001,125.041
154,0.777,0.292,-10.735,0.114,0.885,0.8420000000000001,0.138,79.972
155,0.775,0.22,-15.630999999999998,0.0843,0.732,0.606,0.185,110.03
156,0.7879999999999999,0.384,-11.444,0.0374,0.141,0.691,0.613,89.995
157,0.6970000000000001,0.287,-10.989,0.0569,0.8759999999999999,0.741,0.266,81.939
158,0.848,0.39399999999999996,-10.102,0.465,0.927,0.5720000000000001,0.38799999999999996,156.032
159,0.43700000000000006,0.371,-11.049000000000001,0.0359,0.943,0.8909999999999999,0.165,147.624
160,0.547,0.498,-9.575,0.0339,0.278,0.462,0.23399999999999999,179.958
161,0.81,0.8190000000000001,-8.321,0.157,0.354,0.0828,0.95,135.453
162,0.66,0.746,-5.621,0.205,0.20600000000000002,0.0,0.579,129.329
163,0.42100000000000004,0.8290000000000001,-3.98,0.38299999999999995,0.23600000000000002,0.0,0.366,176.327
164,0.46299999999999997,0.636,-6.268,0.289,0.696,0.0,0.733,85.414
165,0.632,0.935,-5.667000000000001,0.0419,0.005229999999999999,0.0,0.9690000000000001,153.958
166,0.638,0.966,-4.931,0.0305,0.0045899999999999995,0.011000000000000001,0.887,99.988
167,0.505,0.835,-5.524,0.0685,0.0418,1.12e-06,0.674,102.09700000000001
168,0.508,0.857,-4.7410000000000005,0.0726,0.0429,2.62e-05,0.5,171.166
169,0.228,0.765,-7.3389999999999995,0.0666,0.0475,0.00128,0.159,178.572
170,0.48,0.91,-4.484,0.0491,0.00325,0.0121,0.9109999999999999,160.054
171,0.596,0.937,-5.043,0.0584,0.00212,0.000384,0.336,130.017
172,0.62,0.975,-2.477,0.08,0.00527,0.00317,0.535,131.93
173,0.40299999999999997,0.856,-5.331,0.0442,0.00445,0.00426,0.775,132.075
174,0.486,0.968,-5.862,0.0559,0.000174,0.0,0.409,102.01700000000001
175,0.42200000000000004,0.975,-3.535,0.0678,2.02e-05,0.0637,0.331,92.001
176,0.48200000000000004,0.981,-3.48,0.0758,0.000322,0.0121,0.75,144.072
177,0.665,0.718,-8.06,0.23800000000000002,0.354,0.0,0.782,95.065
178,0.675,0.626,-6.692,0.0807,0.478,0.0,0.8809999999999999,170.002
179,0.782,0.684,-5.647,0.0739,0.5760000000000001,0.0,0.5920000000000001,100.045
180,0.45299999999999996,0.9,-4.655,0.043,0.00047699999999999994,3.05e-05,0.256,179.917
181,0.583,0.88,-5.188,0.0361,0.00016,0.00040599999999999995,0.301,134.97299999999998
182,0.509,0.973,-3.8510000000000004,0.0935,0.00015800000000000002,4.47e-05,0.29,150.059
183,0.6659999999999999,0.9540000000000001,-3.0189999999999997,0.042,0.0232,0.0,0.893,122.053
184,0.5589999999999999,0.919,-4.569,0.0552,0.000106,5.85e-05,0.7509999999999999,121.979
185,0.561,0.955,-3.5780000000000003,0.0448,0.000136,0.0,0.728,113.965
186,0.531,0.6859999999999999,-6.309,0.0359,0.263,0.0,0.316,135.97
187,0.599,0.395,-7.723,0.0297,0.17300000000000001,0.0,0.364,130.903
188,0.5379999999999999,0.643,-5.84,0.0329,0.0213,0.0,0.318,135.151
189,0.585,0.483,-7.205,0.0761,0.7340000000000001,0.0,0.621,103.023
190,0.789,0.499,-10.111,0.0772,0.68,0.00403,0.7859999999999999,161.171
191,0.8959999999999999,0.792,-4.075,0.0547,0.382,0.0,0.9790000000000001,127.917
192,0.55,0.976,-4.728,0.136,0.00218,4.45e-06,0.365,96.081
193,0.5760000000000001,0.9420000000000001,-4.0169999999999995,0.0524,0.0057799999999999995,1.63e-06,0.92,171.81900000000002
194,0.6609999999999999,0.9059999999999999,-4.796,0.0415,0.0043,0.0,0.769,120.06
195,0.40399999999999997,0.9540000000000001,-3.444,0.386,0.0194,0.0,0.188,160.173
196,0.221,0.86,-2.194,0.06,0.0144,0.0,0.402,159.628
197,0.376,0.9490000000000001,-3.3480000000000003,0.109,0.0287,0.0,0.3,146.137
198,0.42100000000000004,0.894,-3.4389999999999996,0.0514,0.00031299999999999996,0.0,0.175,148.031
199,0.24,0.958,-2.6,0.125,0.00124,0.0,0.271,167.75900000000001
200,0.22899999999999998,0.92,-3.267,0.0736,6.96e-05,5.27e-05,0.569,178.81799999999998
201,0.5329999999999999,0.871,-8.559,0.0555,0.00249,2.92e-06,0.522,74.988
202,0.34600000000000003,0.74,-9.476,0.0529,0.0152,0.0,0.361,130.435
203,0.542,0.848,-8.485,0.0563,0.00372,0.0,0.653,80.033
204,0.68,0.934,-4.787,0.0396,0.0277,1.9e-05,0.899,102.509
205,0.42,0.905,-4.501,0.079,0.0971,0.0,0.71,140.05
206,0.574,0.865,-4.023,0.0552,0.0126,0.0,0.555,89.902
207,0.48700000000000004,0.813,-6.426,0.0349,0.0161,2.32e-06,0.45299999999999996,93.609
208,0.528,0.769,-7.362,0.0774,0.564,0.0,0.69,171.729
209,0.527,0.7979999999999999,-5.417000000000001,0.0618,0.0011099999999999999,0.0,0.518,164.91099999999997
210,0.652,0.7979999999999999,-5.239,0.125,0.47,0.0,0.8490000000000001,89.311
211,0.65,0.797,-7.212999999999999,0.322,0.163,0.0,0.9159999999999999,199.808
212,0.768,0.809,-4.436,0.18899999999999997,0.26,0.0,0.591,92.001
213,0.536,0.904,-5.379,0.0419,0.000411,0.18,0.461,95.009
214,0.768,0.6970000000000001,-7.819,0.0411,0.0811,2.8199999999999998e-05,0.377,99.99
215,0.7170000000000001,0.98,-3.7239999999999998,0.0424,0.0433,1.77e-06,0.799,96.95700000000001
216,0.5579999999999999,0.988,-3.812,0.147,0.000766,0.00031800000000000003,0.327,105.053
217,0.373,0.9520000000000001,-3.6630000000000003,0.141,4.6500000000000005e-05,0.0164,0.36700000000000005,104.99799999999999
218,0.449,0.871,-4.383,0.0758,0.000113,0.0109,0.685,105.249
219,0.619,0.863,-5.845,0.0294,0.000292,2.01e-06,0.713,92.49799999999999
220,0.5870000000000001,0.675,-6.734,0.0313,8.93e-05,2.9999999999999997e-05,0.382,109.978
221,0.318,0.623,-6.4879999999999995,0.0369,0.0023899999999999998,1.71e-06,0.294,88.02600000000001
222,0.7090000000000001,0.787,-4.8389999999999995,0.0565,0.0812,6.34e-06,0.841,170.987
223,0.7,0.84,-4.324,0.18899999999999997,0.239,0.0,0.7929999999999999,154.965
224,0.638,0.8959999999999999,-3.821,0.0356,0.0793,1.57e-06,0.973,168.11
225,0.574,0.971,-3.801,0.0954,0.19899999999999998,0.0,0.8109999999999999,89.80799999999999
226,0.685,0.873,-4.425,0.157,0.28,1.94e-06,0.833,107.73
227,0.602,0.872,-4.343,0.213,0.0796,2e-06,0.865,176.137
228,0.784,0.669,-5.416,0.0677,0.337,9.01e-05,0.9129999999999999,95.973
229,0.606,0.344,-9.677,0.051,0.8859999999999999,0.0036200000000000004,0.37200000000000005,141.558
230,0.691,0.637,-5.4079999999999995,0.0508,0.247,5.98e-06,0.867,97.994
231,0.718,0.8140000000000001,-5.4670000000000005,0.345,0.695,0.0,0.27,120.04
232,0.6709999999999999,0.718,-5.385,0.0541,0.359,2.2100000000000002e-05,0.145,77.971
233,0.682,0.8029999999999999,-5.183,0.109,0.688,0.0,0.586,91.023
234,0.6409999999999999,0.907,-6.938,0.35600000000000004,0.43200000000000005,0.0,0.382,92.881
235,0.8240000000000001,0.617,-10.429,0.43700000000000006,0.126,0.0,0.8140000000000001,115.899
236,0.7170000000000001,0.953,-4.333,0.314,0.10400000000000001,0.0,0.667,93.06
237,0.401,0.498,-14.751,0.11800000000000001,0.16699999999999998,0.00106,0.318,89.63
238,0.741,0.609,-11.174000000000001,0.0607,0.341,0.000173,0.494,104.96
239,0.557,0.5379999999999999,-8.503,0.0984,0.708,0.0,0.22899999999999998,89.939
240,0.531,0.687,-7.4,0.0462,0.40700000000000003,0.0,0.943,82.56200000000001
241,0.408,0.9440000000000001,-5.146,0.281,0.0402,0.0,0.5539999999999999,100.055
242,0.667,0.905,-6.062,0.14,0.0328,0.0,0.47600000000000003,102.478
243,0.84,0.728,-5.479,0.175,0.0553,0.0,0.79,90.022
244,0.662,0.777,-7.537999999999999,0.265,0.037000000000000005,0.0,0.534,89.816
245,0.659,0.935,-4.46,0.0682,0.0323,5.93e-05,0.9540000000000001,180.00900000000001
246,0.748,0.868,-5.1160000000000005,0.07200000000000001,0.37200000000000005,2.8e-06,0.9329999999999999,110.005
247,0.642,0.6679999999999999,-6.237,0.158,0.00515,0.0,0.655,99.956
248,0.693,0.805,-7.011,0.207,0.579,0.0,0.6990000000000001,94.943
249,0.716,0.474,-6.7139999999999995,0.052000000000000005,0.5589999999999999,0.0,0.302,77.811
250,0.419,0.40700000000000003,-9.011000000000001,0.0446,0.5760000000000001,0.0,0.309,79.839
251,0.6579999999999999,0.7140000000000001,-5.086,0.175,0.20600000000000002,0.0,0.36200000000000004,159.9
252,0.7340000000000001,0.397,-10.205,0.113,0.063,0.000202,0.39299999999999996,151.906
253,0.769,0.40399999999999997,-10.995999999999999,0.0669,0.0421,1.29e-05,0.494,74.998
254,0.685,0.648,-5.808,0.0614,0.00998,0.0,0.731,164.018
255,0.693,0.8390000000000001,-3.325,0.172,0.0653,0.0,0.773,93.04899999999999
256,0.674,0.77,-5.51,0.205,0.12,0.0,0.8490000000000001,171.987
257,0.7809999999999999,0.784,-6.2139999999999995,0.0389,0.0159,0.0,0.613,90.02
258,0.9179999999999999,0.601,-8.208,0.159,0.0863,5.2000000000000004e-05,0.807,92.447
259,0.595,0.779,-4.532,0.165,0.0896,0.0,0.638,155.905
260,0.674,0.9309999999999999,-6.83,0.11800000000000001,0.0519,0.0,0.755,169.946
261,0.488,0.9440000000000001,-3.642,0.266,0.695,0.0,0.342,79.26
262,0.79,0.6990000000000001,-8.119,0.10800000000000001,0.39399999999999996,0.0,0.9690000000000001,180.10299999999998
263,0.747,0.5489999999999999,-8.873,0.10099999999999999,0.551,0.0,0.624,84.994
264,0.64,0.644,-8.392000000000001,0.0787,0.4,0.0,0.65,88.926
265,0.433,0.8,-7.477,0.0563,0.124,0.0,0.368,94.822
266,0.509,0.948,-4.393,0.0343,0.00316,5.87e-06,0.40399999999999997,97.025
267,0.47100000000000003,0.985,-4.374,0.0694,0.000245,3.34e-05,0.284,110.595
268,0.297,0.9690000000000001,-3.992,0.0848,0.000176,0.0,0.332,192.16400000000002
269,0.75,0.41600000000000004,-8.205,0.0996,0.7440000000000001,4.2e-05,0.7290000000000001,145.135
270,0.424,0.6659999999999999,-7.523,0.0467,0.588,4.49e-06,0.684,177.153
271,0.534,0.747,-6.221,0.3,0.292,0.0,0.667,173.957
272,0.892,0.639,-4.297,0.0495,0.294,0.0,0.9440000000000001,140.002
273,0.626,0.93,-4.584,0.0385,0.653,0.0,0.9640000000000001,162.047
274,0.904,0.748,-4.769,0.0377,0.043,0.0,0.958,120.0
275,0.62,0.7170000000000001,-7.165,0.0361,0.0274,0.0,0.601,92.881
276,0.628,0.915,-6.763,0.16399999999999998,0.12,0.0,0.96,135.981
277,0.742,0.61,-7.596,0.0853,0.175,0.0,0.722,113.281
278,0.53,0.774,-5.791,0.0521,0.0696,0.000592,0.7879999999999999,184.98
279,0.555,0.92,-3.949,0.0392,0.0026899999999999997,3.23e-06,0.51,92.506
280,0.7170000000000001,0.8270000000000001,-6.715,0.0332,0.0297,2.2100000000000002e-05,0.8640000000000001,100.03
281,0.309,0.914,-4.284,0.162,0.09300000000000001,0.0,0.442,99.77600000000001
282,0.655,0.618,-8.88,0.0329,0.514,0.0,0.605,120.024
283,0.52,0.927,-4.27,0.0633,0.0405,4.31e-05,0.38799999999999996,129.986
284,0.354,0.973,-3.18,0.222,0.000102,0.0,0.36,165.794
285,0.45799999999999996,0.96,-3.9210000000000003,0.0735,1.8100000000000003e-05,0.00223,0.20600000000000002,94.943
286,0.24100000000000002,0.9259999999999999,-2.783,0.0657,1.18e-05,0.105,0.33,123.569
287,0.603,0.978,-4.053999999999999,0.114,0.00626,2.5300000000000002e-05,0.525,167.965
288,0.7020000000000001,0.953,-3.845,0.0451,0.00774,0.0162,0.74,133.903
289,0.444,0.948,-3.7239999999999998,0.0482,0.0008619999999999999,0.000328,0.547,164.983
290,0.6990000000000001,0.9109999999999999,-5.706,0.0532,0.0522,0.0,0.631,111.977
291,0.594,0.9259999999999999,-5.609,0.138,0.0302,0.0,0.589,154.066
292,0.688,0.8909999999999999,-4.574,0.0636,0.009729999999999999,1.12e-06,0.841,100.04299999999999
293,0.58,0.888,-4.048,0.028999999999999998,0.00125,0.000229,0.863,92.448
294,0.5379999999999999,0.894,-4.101,0.0466,0.00591,0.0215,0.8859999999999999,170.17
295,0.6679999999999999,0.9309999999999999,-5.01,0.0399,0.0018,0.000185,0.861,117.477
296,0.632,0.445,-13.887,0.0397,0.5720000000000001,0.0011300000000000001,0.9159999999999999,166.933
297,0.643,0.53,-7.186,0.0494,0.127,0.0,0.21100000000000002,96.95700000000001
298,0.716,0.924,-5.794,0.157,0.16,0.0,0.5720000000000001,117.92299999999999
299,0.7809999999999999,0.9159999999999999,-4.363,0.201,0.547,1e-06,0.892,90.96600000000001
300,0.821,0.8190000000000001,-3.569,0.265,0.237,0.0,0.86,95.03399999999999
301,0.8109999999999999,0.8190000000000001,-6.042999999999999,0.09300000000000001,0.318,0.0,0.8909999999999999,86.516
302,0.57,0.836,-5.47,0.10400000000000001,0.256,0.0,0.373,91.32
303,0.662,0.836,-6.318,0.355,0.0846,0.0,0.905,90.126
304,0.564,0.8440000000000001,-5.392,0.159,0.7190000000000001,0.0,0.7659999999999999,91.69
305,0.47,0.728,-10.127,0.36700000000000005,0.32,2.08e-06,0.746,87.59299999999999
306,0.7759999999999999,0.607,-8.35,0.36700000000000005,0.308,0.0,0.7709999999999999,93.85
307,0.8290000000000001,0.589,-6.824,0.255,0.522,0.0,0.376,91.988
308,0.5479999999999999,0.565,-8.995,0.264,0.647,0.0,0.737,80.372
