,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
309,0.878,0.765,-6.1370000000000005,0.151,0.125,0.0,0.907,159.995
310,0.8540000000000001,0.49700000000000005,-10.352,0.162,0.25,0.0,0.8079999999999999,80.003
311,0.49700000000000005,0.7609999999999999,-6.146,0.37200000000000005,0.0781,0.0,0.8109999999999999,205.57299999999998
312,0.8759999999999999,0.758,-11.407,0.204,0.168,0.0,0.792,97.93799999999999
313,0.596,0.9420000000000001,-3.0260000000000002,0.0594,0.000614,2.6600000000000003e-05,0.867,174.99400000000003
314,0.6890000000000001,0.6609999999999999,-4.94,0.03,0.0316,0.0,0.332,101.994
315,0.715,0.746,-4.46,0.154,0.0483,0.0,0.8540000000000001,82.978
316,0.7290000000000001,0.67,-5.033,0.14800000000000002,0.124,0.0,0.763,77.499
317,0.593,0.977,-4.015,0.159,0.00228,3.79e-06,0.213,107.535
318,0.6659999999999999,0.935,-2.9730000000000003,0.127,0.13,0.000542,0.465,115.001
319,0.5720000000000001,0.899,-4.88,0.0633,0.00265,0.000384,0.857,155.05200000000002
320,0.6829999999999999,0.9390000000000001,-3.623,0.0755,0.004220000000000001,3.77e-06,0.84,95.084
321,0.597,0.7829999999999999,-6.245,0.233,0.00807,0.0,0.5720000000000001,174.71099999999998
322,0.62,0.9690000000000001,-6.138,0.0839,0.000265,0.000364,0.183,129.995
323,0.5870000000000001,0.888,-5.647,0.2,0.0012699999999999999,0.0,0.408,154.02700000000002
324,0.764,0.688,-3.937,0.0293,0.28600000000000003,0.0,0.722,105.984
325,0.348,0.536,-5.76,0.0313,0.34,0.0,0.19899999999999998,150.586
326,0.809,0.7120000000000001,-7.37,0.049,0.526,0.0,0.895,127.962
327,0.478,0.914,-4.393,0.0642,0.00048600000000000005,0.000145,0.327,112.006
328,0.526,0.8109999999999999,-5.205,0.0288,0.0024100000000000002,0.00121,0.47,104.984
329,0.242,0.884,-4.5969999999999995,0.0615,0.009940000000000001,0.0,0.171,163.94099999999997
330,0.7190000000000001,0.898,-3.114,0.0358,0.183,0.0,0.9740000000000001,139.983
331,0.628,0.903,-5.062,0.0561,0.0534,0.0,0.6940000000000001,115.594
332,0.605,0.903,-4.5760000000000005,0.203,0.073,5.8200000000000005e-05,0.696,141.91299999999998
333,0.8390000000000001,0.8340000000000001,-3.705,0.125,0.0439,0.0,0.961,120.023
334,0.887,0.865,-5.223,0.107,0.0007019999999999999,0.00242,0.96,119.99600000000001
335,0.475,0.976,-3.5980000000000003,0.092,3.64e-05,0.132,0.556,94.98700000000001
336,0.552,0.932,-5.417999999999999,0.0488,0.0234,0.0,0.5379999999999999,112.031
337,0.5870000000000001,0.8809999999999999,-4.2010000000000005,0.11,0.00145,0.0,0.536,107.492
338,0.191,0.91,-5.6579999999999995,0.0855,0.0061,1.7899999999999998e-05,0.368,67.87
339,0.413,0.743,-10.690999999999999,0.0644,0.00255,0.153,0.568,131.316
340,0.41100000000000003,0.973,-4.838,0.0903,0.00861,3.07e-05,0.355,121.25
341,0.541,0.9490000000000001,-4.503,0.0488,0.0016300000000000002,0.0015400000000000001,0.373,144.023
342,0.612,0.654,-6.019,0.0267,0.0224,2.8600000000000004e-05,0.359,119.928
343,0.579,0.519,-7.2860000000000005,0.0293,0.0793,1.47e-05,0.40700000000000003,75.07600000000001
344,0.28800000000000003,0.504,-6.07,0.0383,0.11199999999999999,1.41e-06,0.31,71.782
345,0.431,0.961,-5.774,0.111,0.00842,0.0,0.34299999999999997,94.92
346,0.451,0.961,-3.8989999999999996,0.183,0.007090000000000001,0.0,0.47600000000000003,165.895
347,0.38,0.9620000000000001,-5.16,0.0822,0.000124,0.00294,0.303,183.98
348,0.447,0.9640000000000001,-3.031,0.0776,1.7800000000000002e-05,0.000653,0.478,137.025
349,0.509,0.993,-3.528,0.132,1.7800000000000002e-05,0.0587,0.2,121.025
350,0.39299999999999996,0.925,-9.26,0.14,0.27899999999999997,1.85e-05,0.303,148.46200000000002
351,0.424,0.889,-9.981,0.0424,0.414,1.49e-06,0.638,161.622
352,0.609,0.9790000000000001,-6.1370000000000005,0.0841,0.0116,2.34e-06,0.59,139.143
353,0.569,0.871,-5.981,0.0466,0.521,0.00629,0.49,154.988
354,0.665,0.823,-5.667000000000001,0.138,0.278,0.0,0.847,149.957
355,0.551,0.715,-6.444,0.0686,0.0259,1.47e-05,0.821,179.963
356,0.701,0.9179999999999999,-5.5760000000000005,0.0426,0.0743,4.18e-06,0.804,80.998
357,0.632,0.883,-5.1080000000000005,0.0392,0.00216,2.8300000000000003e-05,0.523,98.023
358,0.49,0.9159999999999999,-4.337,0.0441,0.0272,7.6e-05,0.813,183.928
359,0.452,0.9490000000000001,-4.744,0.059000000000000004,0.00021099999999999998,0.0,0.502,100.009
360,0.491,0.9670000000000001,-4.199,0.0765,8.63e-05,7.45e-05,0.44,102.0
361,0.41100000000000003,0.9740000000000001,-4.5489999999999995,0.0654,5.63e-06,1.52e-06,0.26899999999999996,108.01
362,0.655,0.7509999999999999,-5.393,0.0359,0.0971,5.9499999999999996e-05,0.595,116.99700000000001
363,0.501,0.313,-6.055,0.0301,0.784,0.0,0.21100000000000002,82.501
364,0.6679999999999999,0.664,-8.021,0.0503,0.1,1.65e-06,0.8859999999999999,159.96
365,0.382,0.958,-3.56,0.142,3.9500000000000005e-05,0.000324,0.0772,159.091
366,0.43,0.8859999999999999,-5.047,0.053,0.000439,0.000102,0.23,95.021
367,0.24,0.9670000000000001,-3.8310000000000004,0.243,0.0025800000000000003,0.0,0.0628,150.065
368,0.49200000000000005,0.7559999999999999,-8.533999999999999,0.0422,0.0029,1.2e-05,0.595,215.761
369,0.71,0.8909999999999999,-7.807,0.0398,0.109,0.0,0.7559999999999999,112.01799999999999
370,0.782,0.757,-10.206,0.0418,0.0928,0.0,0.826,121.03399999999999
371,0.503,0.92,-5.216,0.114,0.00302,0.0725,0.322,140.009
372,0.426,0.927,-5.256,0.128,0.000264,0.000297,0.19399999999999998,89.985
373,0.49200000000000005,0.9570000000000001,-4.332,0.069,9.64e-06,0.0,0.418,97.501
374,0.809,0.755,-5.837000000000001,0.171,0.29100000000000004,0.000294,0.851,94.031
375,0.82,0.919,-5.461,0.294,0.0757,0.0,0.742,90.961
376,0.764,0.8540000000000001,-5.867000000000001,0.154,0.154,0.0,0.905,97.04299999999999
377,0.6920000000000001,0.847,-4.408,0.187,0.423,0.0,0.449,139.773
378,0.774,0.54,-6.58,0.406,0.0996,0.0,0.613,83.956
379,0.721,0.634,-4.697,0.2,0.42,0.0,0.797,77.987
380,0.708,0.8140000000000001,-5.176,0.252,0.479,0.0,0.862,88.714
381,0.79,0.828,-4.782,0.134,0.588,0.0,0.669,124.912
382,0.728,0.8140000000000001,-5.3839999999999995,0.298,0.42700000000000005,0.0,0.93,88.443
383,0.815,0.79,-8.31,0.205,0.0697,0.0,0.5529999999999999,127.91799999999999
384,0.6679999999999999,0.87,-6.109,0.44799999999999995,0.105,0.0,0.8809999999999999,82.42
385,0.625,0.731,-6.053999999999999,0.337,0.501,0.0,0.8490000000000001,77.031
386,0.763,0.691,-9.181000000000001,0.183,0.802,0.0,0.491,93.06700000000001
387,0.877,0.647,-7.1129999999999995,0.287,0.568,0.0,0.9670000000000001,134.093
388,0.722,0.838,-7.34,0.36200000000000004,0.542,0.0,0.711,134.19799999999998
389,0.769,0.799,-12.962,0.31,0.287,4.1700000000000004e-05,0.961,79.127
390,0.809,0.618,-11.823,0.107,0.408,0.0,0.941,102.055
391,0.7929999999999999,0.637,-8.663,0.132,0.513,0.0,0.8220000000000001,109.97399999999999
392,0.624,0.86,-3.733,0.243,0.0369,0.0,0.8009999999999999,90.214
393,0.545,0.623,-7.332999999999999,0.20199999999999999,0.711,0.0,0.8320000000000001,81.718
394,0.617,0.7759999999999999,-5.864,0.26899999999999996,0.48,0.0,0.623,91.00399999999999
395,0.804,0.8690000000000001,-6.577000000000001,0.259,0.491,0.0,0.907,124.008
396,0.883,0.8440000000000001,-7.12,0.172,0.777,0.0,0.794,123.93700000000001
397,0.588,0.8740000000000001,-5.9479999999999995,0.384,0.11599999999999999,0.0,0.467,185.946
398,0.77,0.7559999999999999,-4.901,0.0349,0.00095,2.95e-05,0.7090000000000001,149.944
399,0.687,0.8909999999999999,-5.617000000000001,0.275,0.252,0.0,0.763,97.56700000000001
400,0.7879999999999999,0.78,-4.699,0.18899999999999997,0.20800000000000002,0.0,0.9440000000000001,90.012
401,0.7290000000000001,0.5820000000000001,-9.036,0.0988,0.0514,6.56e-06,0.377,129.97299999999998
402,0.77,0.594,-5.021,0.11199999999999999,0.11,0.0,0.8420000000000001,130.064
403,0.754,0.561,-7.086,0.0918,0.22899999999999998,0.0,0.514,125.056
404,0.784,0.5589999999999999,-7.285,0.135,0.19399999999999998,0.0,0.226,72.02199999999999
405,0.738,0.628,-8.368,0.215,0.0324,0.0,0.848,78.732
406,0.701,0.743,-7.268,0.166,0.28600000000000003,0.0,0.563,129.94299999999998
407,0.711,0.629,-6.289,0.209,0.522,0.0,0.696,89.98899999999999
408,0.456,0.518,-10.993,0.27,0.679,0.0,0.37799999999999995,173.61599999999999
409,0.6779999999999999,0.625,-6.321000000000001,0.331,0.264,0.0,0.696,75.055
410,0.742,0.45299999999999996,-7.9239999999999995,0.21899999999999997,0.61,0.0,0.381,80.03699999999999
411,0.848,0.525,-7.505,0.0746,0.0308,0.0,0.919,135.033
412,0.757,0.61,-5.952999999999999,0.28600000000000003,0.46399999999999997,0.0,0.767,88.965
413,0.7290000000000001,0.826,-6.854,0.245,0.28,2.84e-06,0.568,146.101
414,0.716,0.841,-5.445,0.171,0.209,0.0,0.778,97.152
415,0.72,0.8170000000000001,-4.343999999999999,0.109,0.263,0.0,0.703,100.02
416,0.667,0.8270000000000001,-5.631,0.0368,0.0863,0.0,0.573,107.95
417,0.741,0.65,-8.809,0.0445,0.14,0.000256,0.426,118.00299999999999
418,0.745,0.669,-5.204,0.0316,0.00761,0.0,0.513,107.02
419,0.71,0.7929999999999999,-3.7230000000000003,0.0694,0.0419,0.0,0.604,121.065
420,0.721,0.508,-9.208,0.0809,0.0571,0.0116,0.18100000000000002,111.955
421,0.7909999999999999,0.889,-1.651,0.0426,0.321,6.04e-05,0.614,118.021
422,0.7120000000000001,0.7759999999999999,-3.341,0.0802,0.401,0.0,0.659,124.977
423,0.706,0.524,-8.804,0.026000000000000002,0.127,0.0012900000000000001,0.29600000000000004,111.991
424,0.675,0.65,-10.415,0.0273,0.193,0.0257,0.193,120.015
425,0.735,0.585,-9.673,0.0475,0.12,7.65e-05,0.13,120.008
426,0.8170000000000001,0.591,-10.37,0.0592,0.615,0.00025499999999999996,0.5379999999999999,119.995
427,0.818,0.7340000000000001,-7.882000000000001,0.0613,0.0014,0.0017699999999999999,0.348,119.999
428,0.6709999999999999,0.752,-6.806,0.0304,0.0258,0.0,0.7170000000000001,124.99799999999999
429,0.6759999999999999,0.903,-5.856,0.0534,0.0333,1.58e-06,0.349,119.98
430,0.6729999999999999,0.7709999999999999,-6.7170000000000005,0.0429,0.111,0.0,0.0991,120.068
431,0.7490000000000001,0.52,-8.604,0.0456,0.22399999999999998,0.000503,0.759,96.023
432,0.623,0.657,-8.285,0.0516,0.43799999999999994,0.109,0.0776,127.036
433,0.7090000000000001,0.369,-13.104000000000001,0.0488,0.23800000000000002,0.168,0.373,102.01
434,0.616,0.701,-6.852,0.028999999999999998,0.445,0.0038799999999999998,0.299,119.94
435,0.613,0.6940000000000001,-5.462000000000001,0.0314,0.10400000000000001,2.7000000000000004e-06,0.589,125.98899999999999
436,0.7040000000000001,0.8190000000000001,-4.2410000000000005,0.22699999999999998,0.0132,0.000334,0.644,119.006
437,0.632,0.7759999999999999,-7.4,0.0288,0.10099999999999999,2.71e-06,0.23600000000000002,114.99600000000001
438,0.619,0.583,-6.9079999999999995,0.0497,0.023,0.0,0.21899999999999997,124.02
439,0.823,0.7,-6.587999999999999,0.077,0.0733,6.3e-05,0.537,123.05
440,0.61,0.748,-6.856,0.0475,0.0736,0.0,0.624,100.007
441,0.706,0.8690000000000001,-5.229,0.0517,0.19899999999999998,0.00882,0.603,119.992
442,0.7090000000000001,0.8220000000000001,-3.517,0.065,0.0641,1.56e-05,0.355,121.984
443,0.596,0.845,-3.443,0.165,0.24600000000000002,0.00042199999999999996,0.733,120.887
444,0.675,0.8270000000000001,-4.793,0.038,0.0559,2.46e-06,0.446,125.988
445,0.667,0.818,-6.167000000000001,0.131,0.0358,0.000117,0.43,119.005
446,0.713,0.731,-7.582999999999999,0.102,0.0813,0.0,0.174,119.911
447,0.563,0.8740000000000001,-4.122,0.0377,0.114,0.0,0.23199999999999998,102.021
448,0.642,0.77,-5.653,0.0299,0.015,2.8600000000000004e-05,0.618,94.98100000000001
449,0.564,0.723,-6.983,0.0702,0.000741,0.672,0.466,121.97
450,0.733,0.8640000000000001,-2.003,0.0385,0.382,0.11699999999999999,0.387,125.895
451,0.736,0.792,-4.9030000000000005,0.0444,0.14800000000000002,4.79e-06,0.353,117.961
452,0.775,0.599,-8.48,0.0469,0.175,0.031,0.39299999999999996,123.97
453,0.74,0.831,-7.321000000000001,0.0456,0.444,0.0030399999999999997,0.44799999999999995,121.03399999999999
454,0.8,0.764,-4.712,0.0368,0.0105,0.000468,0.562,122.98200000000001
455,0.748,0.475,-11.255999999999998,0.0279,0.13,6.0899999999999996e-05,0.408,119.994
456,0.429,0.774,-8.846,0.0493,0.032,0.7090000000000001,0.0671,119.975
457,0.674,0.805,-4.867,0.0401,0.0401,4.5799999999999995e-05,0.537,109.99799999999999
458,0.6579999999999999,0.647,-7.73,0.0408,0.078,0.32799999999999996,0.46299999999999997,120.02600000000001
459,0.629,0.87,-3.352,0.0304,0.0325,1.71e-06,0.628,117.96
460,0.7609999999999999,0.745,-6.032,0.0423,0.14,0.0181,0.489,122.01899999999999
461,0.836,0.665,-5.779,0.0745,0.308,0.000925,0.677,120.99700000000001
462,0.456,0.563,-8.627,0.0644,0.191,0.00109,0.213,119.94
463,0.579,0.7759999999999999,-6.593999999999999,0.0478,0.0023,3.36e-06,0.565,123.95
464,0.6609999999999999,0.831,-4.9639999999999995,0.0419,0.0411,0.00236,0.369,121.992
465,0.7559999999999999,0.591,-8.749,0.03,0.0276,0.391,0.48100000000000004,125.00299999999999
466,0.502,0.43700000000000006,-17.997,0.0482,0.318,0.106,0.40700000000000003,123.913
467,0.636,0.77,-5.671,0.125,0.469,0.0,0.44299999999999995,118.038
468,0.527,0.447,-11.152000000000001,0.0685,0.905,0.39,0.147,95.771
469,0.7170000000000001,0.741,-6.645,0.053,0.155,0.0,0.188,105.99700000000001
470,0.7190000000000001,0.598,-7.327000000000001,0.0326,0.28300000000000003,4.42e-06,0.503,120.085
471,0.706,0.7140000000000001,-7.0920000000000005,0.0403,0.19699999999999998,0.00387,0.57,125.088
472,0.621,0.893,-4.146,0.0431,0.0105,0.00011499999999999999,0.45899999999999996,105.005
473,0.7090000000000001,0.725,-2.658,0.0422,0.0371,0.000168,0.37200000000000005,125.92399999999999
474,0.7440000000000001,0.79,-7.289,0.0398,0.0576,0.9159999999999999,0.163,119.007
475,0.623,0.715,-7.832999999999999,0.0319,0.185,2.3100000000000002e-05,0.39799999999999996,123.955
476,0.728,0.66,-7.122000000000001,0.0687,0.22699999999999998,5.82e-06,0.6970000000000001,108.103
477,0.696,0.7390000000000001,-6.6160000000000005,0.0352,0.201,0.000726,0.16899999999999998,117.973
478,0.841,0.691,-5.303999999999999,0.0374,0.425,6.01e-05,0.262,120.042
479,0.708,0.6,-7.099,0.0407,0.177,0.11900000000000001,0.604,112.995
480,0.6920000000000001,0.585,-6.456,0.0308,0.00116,0.895,0.667,121.999
481,0.794,0.857,-5.462999999999999,0.0407,0.10099999999999999,0.12,0.235,121.976
482,0.77,0.6409999999999999,-7.556,0.0852,0.28300000000000003,0.00038500000000000003,0.29,123.98200000000001
483,0.612,0.7609999999999999,-6.7829999999999995,0.307,0.0935,0.355,0.46,124.928
484,0.75,0.731,-6.289,0.0329,0.0493,2.55e-06,0.391,123.012
485,0.6859999999999999,0.799,-4.816,0.0284,0.203,0.0534,0.159,124.00200000000001
486,0.648,0.48200000000000004,-8.998,0.0304,0.0769,2.21e-06,0.35700000000000004,109.90899999999999
487,0.65,0.882,-4.357,0.0692,0.0551,0.0,0.728,102.469
488,0.708,0.922,-2.715,0.11599999999999999,0.135,0.0513,0.637,125.961
489,0.8290000000000001,0.765,-6.2829999999999995,0.0414,0.632,0.76,0.736,121.98200000000001
490,0.575,0.741,-2.904,0.0352,0.0826,0.0,0.365,109.98700000000001
491,0.708,0.777,-6.232,0.113,0.0097,2.62e-05,0.298,120.01700000000001
492,0.696,0.7979999999999999,-5.011,0.0345,0.0281,0.00119,0.38799999999999996,124.023
493,0.609,0.696,-7.811,0.038,0.337,0.00041600000000000003,0.185,104.994
494,0.85,0.7290000000000001,-4.088,0.0496,0.0702,0.0498,0.731,111.99
495,0.598,0.74,-7.391,0.0684,0.026000000000000002,0.0,0.342,123.945
496,0.55,0.925,-4.573,0.0882,0.0352,0.00017900000000000001,0.358,121.823
497,0.6679999999999999,0.612,-6.664,0.0598,0.501,0.00011100000000000001,0.49200000000000005,115.006
498,0.5489999999999999,0.594,-6.3020000000000005,0.0496,0.65,3.570000000000001e-05,0.324,99.936
499,0.623,0.705,-6.035,0.0338,0.243,0.025,0.036000000000000004,100.025
500,0.779,0.695,-6.064,0.031,0.425,0.000769,0.392,120.00399999999999
501,0.6890000000000001,0.711,-5.027,0.0455,0.0071400000000000005,0.000499,0.5660000000000001,115.04799999999999
502,0.722,0.528,-8.55,0.166,0.413,0.0,0.581,99.96600000000001
503,0.642,0.9129999999999999,-5.249,0.0517,0.0291,0.00054,0.474,120.035
504,0.7909999999999999,0.494,-11.077,0.0456,0.478,0.00475,0.317,109.99799999999999
505,0.731,0.727,-5.608,0.0356,0.0295,4.56e-06,0.601,120.96799999999999
506,0.8109999999999999,0.51,-6.474,0.0424,0.0197,0.07200000000000001,0.6409999999999999,125.035
507,0.6779999999999999,0.8740000000000001,-6.768,0.0346,0.0283,0.0577,0.47700000000000004,118.429
508,0.713,0.6659999999999999,-7.636,0.0327,0.107,0.124,0.111,110.00399999999999
509,0.65,0.8270000000000001,-3.792,0.0926,0.0265,5.88e-05,0.498,122.057
510,0.679,0.825,-5.59,0.0307,0.0148,0.318,0.0837,110.01100000000001
511,0.613,0.914,-5.511,0.0426,0.0055,0.0009050000000000001,0.36,124.97399999999999
512,0.575,0.601,-8.986,0.0761,0.0206,0.0224,0.204,122.012
513,0.6809999999999999,0.8140000000000001,-4.556,0.0317,0.0309,0.000267,0.586,124.04700000000001
514,0.522,0.306,-13.565999999999999,0.33799999999999997,0.337,0.0797,0.223,185.828
515,0.675,0.7190000000000001,-6.393,0.0383,0.0271,0.0376,0.391,110.38799999999999
516,0.657,0.941,-2.255,0.033,0.152,3.76e-06,0.615,123.075
517,0.69,0.489,-7.938,0.0788,0.13,0.00022,0.645,114.008
518,0.804,0.8640000000000001,-5.252000000000001,0.0291,0.364,0.0705,0.91,125.00399999999999
519,0.9,0.568,-7.412999999999999,0.0376,0.52,0.00834,0.37,121.98899999999999
520,0.693,0.544,-7.147,0.0327,0.27699999999999997,0.228,0.0992,119.024
521,0.748,0.742,-5.581,0.0284,0.0273,1.22e-06,0.754,119.96600000000001
522,0.621,0.633,-7.367999999999999,0.21,0.358,5.400000000000001e-06,0.43799999999999994,116.206
523,0.713,0.722,-7.1129999999999995,0.0611,0.175,1.1400000000000001e-05,0.48200000000000004,123.99
524,0.711,0.7140000000000001,-4.7139999999999995,0.0374,0.183,0.0287,0.389,104.912
525,0.765,0.7509999999999999,-5.336,0.0286,0.33299999999999996,0.64,0.862,105.95299999999999
526,0.733,0.555,-11.67,0.0401,0.0389,0.0254,0.8390000000000001,119.999
527,0.708,0.667,-7.934,0.0418,0.253,0.000692,0.634,115.98700000000001
528,0.705,0.55,-6.468999999999999,0.0355,0.115,0.0,0.449,114.992
529,0.71,0.8240000000000001,-6.001,0.027999999999999997,0.0119,0.0005740000000000001,0.20800000000000002,124.0
530,0.633,0.956,-2.26,0.0358,0.10800000000000001,0.0402,0.596,123.971
531,0.708,0.8,-5.072,0.0427,0.0513,1.0199999999999999e-05,0.484,122.06200000000001
532,0.836,0.537,-8.609,0.0448,0.516,0.00128,0.115,105.014
533,0.7909999999999999,0.695,-7.879,0.0482,0.125,0.0119,0.45,127.045
534,0.723,0.61,-9.318999999999999,0.135,0.495,4.13e-06,0.415,127.90100000000001
535,0.701,0.8440000000000001,-4.485,0.0766,0.0312,5.3700000000000004e-05,0.24,120.00399999999999
536,0.7290000000000001,0.515,-6.002999999999999,0.0351,0.494,1.66e-05,0.39799999999999996,120.994
537,0.757,0.627,-6.441,0.0284,0.42,0.000868,0.212,115.01700000000001
538,0.6940000000000001,0.518,-7.289,0.0345,0.00913,0.00016,0.184,106.964
539,0.6940000000000001,0.889,-4.481,0.0355,0.0245,0.242,0.0955,121.932
540,0.682,0.935,-1.5030000000000001,0.0336,0.00978,0.0106,0.41200000000000003,125.995
541,0.72,0.469,-12.633,0.0394,0.14800000000000002,0.0807,0.369,121.02799999999999
542,0.6809999999999999,0.948,-4.198,0.0607,0.188,0.00103,0.675,123.98899999999999
543,0.669,0.623,-7.057,0.0413,0.10099999999999999,0.0481,0.184,90.76100000000001
544,0.7929999999999999,0.722,-3.928,0.0383,0.000601,0.0028699999999999997,0.644,120.012
545,0.616,0.794,-4.761,0.11599999999999999,0.184,8.56e-06,0.40700000000000003,119.96799999999999
546,0.643,0.732,-6.7620000000000005,0.0294,0.006809999999999999,4.57e-05,0.18100000000000002,102.979
547,0.8340000000000001,0.65,-4.705,0.0381,0.16899999999999998,0.0,0.509,105.023
548,0.644,0.57,-6.994,0.052000000000000005,0.484,0.0,0.527,113.945
549,0.698,0.653,-6.365,0.0521,0.424,0.0,0.381,100.976
550,0.61,0.726,-6.832999999999999,0.0483,0.0225,0.0,0.644,104.087
551,0.655,0.54,-10.11,0.031,0.0178,0.86,0.375,124.041
552,0.654,0.605,-8.205,0.0293,0.0563,0.0,0.364,109.978
553,0.507,0.738,-6.982,0.0559,0.0805,0.547,0.355,123.935
554,0.653,0.7559999999999999,-7.794,0.0366,0.00364,0.006509999999999999,0.42,120.82
555,0.6629999999999999,0.855,-6.017,0.0399,0.00225,8.209999999999999e-05,0.36700000000000005,121.958
556,0.629,0.695,-6.337999999999999,0.039,0.444,0.0,0.451,122.015
557,0.6890000000000001,0.68,-7.196000000000001,0.0427,0.321,0.0211,0.6459999999999999,100.98700000000001
558,0.732,0.7340000000000001,-6.422999999999999,0.107,0.00719,1.49e-05,0.643,123.03299999999999
559,0.578,0.506,-9.113999999999999,0.28,0.0898,0.00022200000000000003,0.575,116.95100000000001
560,0.657,0.882,-5.202000000000001,0.126,0.152,0.0,0.28600000000000003,119.917
561,0.813,0.809,-6.761,0.0706,0.0559,0.163,0.47100000000000003,122.994
562,0.621,0.551,-7.89,0.0474,0.486,0.0,0.222,105.052
563,0.591,0.758,-6.984,0.0558,0.0145,0.0233,0.179,123.97
564,0.81,0.7809999999999999,-8.26,0.0502,0.00128,0.524,0.865,116.012
565,0.6559999999999999,0.594,-6.042999999999999,0.0307,0.716,0.0802,0.57,127.992
566,0.69,0.713,-3.2460000000000004,0.0329,0.0314,0.0,0.38799999999999996,105.06
567,0.643,0.84,-3.423,0.031,0.00212,0.0,0.35600000000000004,105.027
568,0.6970000000000001,0.785,-4.78,0.0276,0.0070599999999999994,2.59e-05,0.414,122.02799999999999
569,0.7390000000000001,0.659,-5.361000000000001,0.0967,0.242,2.21e-06,0.44,117.016
570,0.715,0.6679999999999999,-5.083,0.0507,0.0357,0.0,0.377,124.014
571,0.75,0.532,-5.935,0.0486,0.0021899999999999997,2.68e-05,0.294,125.00200000000001
572,0.6990000000000001,0.8029999999999999,-3.995,0.0327,0.102,6.54e-05,0.244,119.927
573,0.71,0.563,-8.004,0.0403,0.125,0.0,0.42700000000000005,101.931
574,0.762,0.821,-4.087,0.0453,0.0605,0.0034100000000000003,0.858,121.98
575,0.6609999999999999,0.6809999999999999,-5.375,0.0329,0.39399999999999996,6.47e-06,0.386,114.978
576,0.7440000000000001,0.9079999999999999,-3.09,0.0568,0.10400000000000001,2.33e-06,0.46799999999999997,123.008
577,0.652,0.7759999999999999,-3.133,0.0392,0.373,1.32e-06,0.387,108.07700000000001
578,0.619,0.612,-7.696000000000001,0.0313,0.41100000000000003,0.0,0.7070000000000001,118.069
579,0.721,0.925,-3.5389999999999997,0.0455,0.0652,0.00015800000000000002,0.355,114.03200000000001
580,0.591,0.67,-5.105,0.0443,0.233,0.0,0.547,104.81
581,0.674,0.6779999999999999,-8.452,0.0406,0.59,0.222,0.465,99.985
582,0.655,0.863,-5.149,0.0264,0.0449,0.00041799999999999997,0.27399999999999997,122.05
583,0.7979999999999999,0.513,-6.325,0.0386,0.0114,0.107,0.248,123.98200000000001
584,0.752,0.606,-7.162000000000001,0.0912,0.207,1.26e-06,0.409,93.024
585,0.777,0.564,-6.9670000000000005,0.0315,0.6829999999999999,0.000252,0.465,117.973
586,0.696,0.851,-4.396,0.0333,0.131,7.780000000000001e-05,0.455,118.007
587,0.652,0.6990000000000001,-7.812,0.0277,0.0178,0.000618,0.5329999999999999,117.977
588,0.705,0.862,-4.861000000000001,0.0332,0.406,0.0031100000000000004,0.455,105.01899999999999
589,0.752,0.725,-6.4910000000000005,0.0825,0.551,3.4399999999999996e-05,0.861,100.01700000000001
590,0.617,0.675,-6.695,0.0316,0.0938,9.449999999999999e-05,0.22399999999999998,122.009
591,0.767,0.51,-8.72,0.064,0.0631,0.000566,0.389,100.02
592,0.603,0.67,-7.843999999999999,0.0369,0.401,8.15e-06,0.385,95.01899999999999
593,0.67,0.7659999999999999,-4.88,0.24100000000000002,0.39,7.269999999999999e-05,0.39799999999999996,107.87299999999999
594,0.523,0.491,-9.876,0.0491,0.12300000000000001,0.0,0.408,80.156
595,0.7170000000000001,0.614,-7.082000000000001,0.0328,0.13,0.000312,0.42,123.999
596,0.71,0.8909999999999999,-5.281000000000001,0.0411,0.32799999999999996,0.0036200000000000004,0.613,110.01
597,0.486,0.8540000000000001,-4.859,0.0569,0.0739,1.07e-05,0.469,123.94200000000001
598,0.725,0.523,-6.494,0.0373,0.141,0.034,0.326,120.0
599,0.698,0.47600000000000003,-7.459,0.0417,0.185,0.23800000000000002,0.18100000000000002,124.986
600,0.701,0.675,-5.956,0.0394,0.021,0.00301,0.439,119.993
601,0.728,0.794,-3.992,0.0635,0.14800000000000002,0.0,0.523,112.071
602,0.713,0.863,-5.19,0.0385,0.0401,0.000118,0.44,114.01899999999999
603,0.698,0.757,-5.821000000000001,0.0447,0.0827,0.0,0.349,95.03
604,0.6779999999999999,0.812,-2.698,0.0407,0.0365,1.48e-06,0.293,110.035
605,0.633,0.5920000000000001,-7.245,0.11199999999999999,0.19699999999999998,0.0,0.679,90.066
606,0.774,0.679,-5.843,0.0649,0.3,0.0,0.6409999999999999,100.005
607,0.551,0.7140000000000001,-6.185,0.0384,0.00456,0.000128,0.231,128.02100000000002
608,0.525,0.773,-5.622999999999999,0.185,0.00583,6.04e-06,0.381,119.947
609,0.6779999999999999,0.594,-5.672999999999999,0.0319,0.0543,0.0,0.526,123.975
610,0.66,0.691,-7.563,0.0311,0.00201,0.00168,0.20800000000000002,101.71600000000001
611,0.754,0.659,-8.126,0.0591,0.0299,0.0281,0.598,100.001
612,0.6940000000000001,0.765,-7.077999999999999,0.0297,0.0136,0.0,0.5770000000000001,100.985
