,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,clusters
594,Often - Kygo Remix,The Weeknd,spotify:track:27NV2KxoQ8WuLMqlTDI61F,0.523,0.491,-9.876,0.0491,0.12300000000000001,0.0,0.408,80.156,1
595,Tripping Off,Kungs,spotify:track:5JdhojQ6h2Cy2t6uH5jPAa,0.7170000000000001,0.614,-7.082000000000001,0.0328,0.13,0.000312,0.42,123.999,5
596,Into the Blue (feat. Pearl Andersson),Jewelz & Sparks,spotify:track:5LjUA2CYBNR0Rehpv6XryW,0.71,0.8909999999999999,-5.281000000000001,0.0411,0.32799999999999996,0.0036200000000000004,0.613,110.01,8
597,Old Guitar,BUNT.,spotify:track:38tGRxFP5NkWbtOWsXbQ0L,0.486,0.8540000000000001,-4.859,0.0569,0.0739,1.07e-05,0.469,123.94200000000001,4
598,Beautiful Life (feat. Sandro Cavazza),Lost Frequencies,spotify:track:5QdB0HJmTHkPvyJhKfQLM1,0.725,0.523,-6.494,0.0373,0.141,0.034,0.326,120.0,5
599,Jubel,Klingande,spotify:track:1sQ6MIoJOmqBhwomBBLE9g,0.698,0.47600000000000003,-7.459,0.0417,0.185,0.23800000000000002,0.18100000000000002,124.986,5
600,I Love It When You Cry (Moxoki) - Boehm Remix,Steve Aoki,spotify:track:0UhyQ3rTGmSf64TwmKLu3i,0.701,0.675,-5.956,0.0394,0.021,0.00301,0.439,119.993,5
601,All I Wanna Do,Martin Jensen,spotify:track:0BiGd2FNDQ0eh79ZHfp6tS,0.728,0.794,-3.992,0.0635,0.14800000000000002,0.0,0.523,112.071,5
602,Once You Go Up - Original Mix,Nungwi,spotify:track:5Xq0GIfQuQMPGxqKxl2UDe,0.713,0.863,-5.19,0.0385,0.0401,0.000118,0.44,114.01899999999999,5
603,Little Do You Know,Campsite Dream,spotify:track:5lIat5pyge2yKkV20FlgQ7,0.698,0.757,-5.821000000000001,0.0447,0.0827,0.0,0.349,95.03,5
604,4 Life (feat. Graham Candy),Robin Schulz,spotify:track:6OKaib6HaebKVCL5VOoIGR,0.6779999999999999,0.812,-2.698,0.0407,0.0365,1.48e-06,0.293,110.035,5
605,First Time,Kygo,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,0.633,0.5920000000000001,-7.245,0.11199999999999999,0.19699999999999998,0.0,0.679,90.066,0
606,Don't Say A Word,Sam Feldt,spotify:track:1fappIhSOUyng8mHEfYzkP,0.774,0.679,-5.843,0.0649,0.3,0.0,0.6409999999999999,100.005,8
607,Netzwerk (Falls Like Rain),Klangkarussell,spotify:track:40Dr5okORyoCbAgOBnYzio,0.551,0.7140000000000001,-6.185,0.0384,0.00456,0.000128,0.231,128.02100000000002,5
608,Breathe,Seeb,spotify:track:6s5smacBOoWoI08Vi6EX5T,0.525,0.773,-5.622999999999999,0.185,0.00583,6.04e-06,0.381,119.947,7
609,Talk About It,Mike Perry,spotify:track:1XRTXNP8eLpWXfso8Q4dC5,0.6779999999999999,0.594,-5.672999999999999,0.0319,0.0543,0.0,0.526,123.975,5
610,Bloom,Sol Calor,spotify:track:0mi3tBUwtdYwXCFdZ6QHAZ,0.66,0.691,-7.563,0.0311,0.00201,0.00168,0.20800000000000002,101.71600000000001,5
611,Hometown Girl - Radio Edit,ZHU,spotify:track:5eFOExv6nyEaYfB9WawILl,0.754,0.659,-8.126,0.0591,0.0299,0.0281,0.598,100.001,5
612,Thinking About It (Let It Go) - KVR Remix,Nathan Goshen,spotify:track:0yJv0G7r1PZIl1CY5XhvkR,0.6940000000000001,0.765,-7.077999999999999,0.0297,0.0136,0.0,0.5770000000000001,100.985,4
613,ID - Ultra Music Festival Anthem,Kygo,spotify:track:4SBqydJCEhcroni09XgT2c,0.6859999999999999,0.6779999999999999,-8.062999999999999,0.0425,0.623,0.7190000000000001,0.33799999999999997,105.005,11
614,The Sea Inside,Mano Le Tough,spotify:track:0UgXbcumMvXTdIpUMXRfRP,0.642,0.662,-9.152999999999999,0.195,0.23399999999999999,0.809,0.106,179.97,11
615,Sister Golden Hair,America,spotify:track:4BCmdMShfg9uz1WeyXaFae,0.402,0.76,-5.332000000000001,0.0344,0.14800000000000002,0.000225,0.7140000000000001,135.947,4
616,Highway Star - Deep Purple,Megarock Hits,spotify:track:1GuflZBOKGX6uCFXdysSU2,0.28600000000000003,0.895,-7.547000000000001,0.0544,0.0368,0.059000000000000004,0.391,173.66,3
617,I'm a Believer,The Monkees,spotify:track:5RKZ9zCtLjBLTea7qkSFqr,0.519,0.772,-6.784,0.0331,0.534,1.21e-05,0.961,79.618,0
618,"Sugar, Sugar",The Archies,spotify:track:4GAI8BxeMgrvhZNEU59UfR,0.757,0.647,-10.264000000000001,0.0299,0.757,3.08e-06,0.97,122.771,0
619,You'll Be In My Heart,Phil Collins,spotify:track:0xEIhF83JaaXLG0RPUViHJ,0.569,0.7390000000000001,-6.54,0.03,0.0644,3.84e-06,0.653,96.652,4
620,Walk on the Wild Side - Remastered,Lou Reed,spotify:track:5IWaBDlSj7YMGW7IFGLFEV,0.5539999999999999,0.282,-18.052,0.0997,0.6659999999999999,3.17e-05,0.396,104.425,9
621,En Marcha Estoy,Phil Collins,spotify:track:5dfp6KnLLkktpAYg1nFlEm,0.467,0.7020000000000001,-8.146,0.0395,0.42200000000000004,1.13e-05,0.54,203.81400000000002,12
622,Fields Of Gold,Sting,spotify:track:22gLGCKbFKwmgZhrpVcnFb,0.653,0.344,-11.758,0.0246,0.34600000000000003,0.0155,0.29100000000000004,104.009,9
623,The Joker,Steve Miller Band,spotify:track:0zge3Oe6qU1jnvSgxDRQYU,0.415,0.551,-7.067,0.0821,0.42700000000000005,1.88e-06,0.74,166.736,12
624,My Sharona,The Knack,spotify:track:7rjkq7RVUQgCmSWuwVBXot,0.591,0.809,-6.791,0.0367,0.0391,0.00248,0.871,147.235,12
625,Hush,Deep Purple,spotify:track:5Pm3DepZhRQz6urfesb7BR,0.5870000000000001,0.7020000000000001,-9.704,0.0539,0.11800000000000001,0.0348,0.365,108.48200000000001,5
626,House of the Rising Sun,The Animals,spotify:track:3XC7Jd6SfrQYKZJ6inyRHK,0.316,0.484,-9.11,0.0308,0.000334,0.00445,0.299,117.363,1
627,It's My Life,The Animals,spotify:track:2Uab83g0cf6PKsbuBqv6gF,0.593,0.5920000000000001,-7.75,0.0311,0.0022600000000000003,9.36e-06,0.652,122.848,4
628,Animals,Nickelback,spotify:track:5vvoFE63Z7yw2TTj4icSDn,0.5720000000000001,0.961,-3.089,0.0625,0.000722,0.021,0.818,76.998,4
629,Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7HR024DKw3SnKzCDJp3Bnf,0.598,0.606,-11.812000000000001,0.0256,0.162,0.000357,0.91,97.736,0
630,Free Bird,Lynyrd Skynyrd,spotify:track:4vDMS1A7PGJG85w6d6cMNQ,0.285,0.8009999999999999,-10.630999999999998,0.0486,0.00345,0.111,0.467,118.27799999999999,1
631,La Grange - 1999 Remaster,ZZ Top,spotify:track:0FMhMAFPLg8EljnROSoVnj,0.552,0.6509999999999999,-10.624,0.22899999999999998,0.00494,0.0349,0.5329999999999999,161.548,6
632,Jessica - Unedited Version,Allman Brothers Band,spotify:track:7tNRgEkvJC7OzGlj4Eh0fu,0.322,0.6920000000000001,-13.493,0.0315,0.145,0.903,0.9,105.17,11
633,Mary Had a Little Lamb,Stevie Ray Vaughan,spotify:track:50yVEqOnLHtRTHWq3PWBuZ,0.688,0.547,-11.659,0.0297,0.0716,0.14,0.9209999999999999,122.63,8
634,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",Eric Clapton,spotify:track:6YEOmCsXSk9ZPE0FkcCiuQ,0.51,0.389,-14.317,0.0384,0.28600000000000003,0.000398,0.621,94.04,1
635,Alberta,Eric Clapton,spotify:track:4vACvcukqlUdK0iHb7SpKE,0.603,0.557,-10.954,0.0462,0.20199999999999999,0.00446,0.782,84.984,0
636,I Get Around - U.K. Remaster,The Beach Boys,spotify:track:0SJLwuH720Q7uqZURs3d1m,0.361,0.6970000000000001,-5.9510000000000005,0.0455,0.40299999999999997,0.0,0.8220000000000001,145.19299999999998,12
637,Surfin' U.S.A. - 2001 Digital Remaster,The Beach Boys,spotify:track:6bQ7N7EE3MxvDivQlPiEkx,0.531,0.8059999999999999,-7.785,0.0405,0.363,1.02e-06,0.955,159.394,12
638,Barbara Ann - U.K. Remaster,The Beach Boys,spotify:track:1T5ZvJPWmN5AKdGxswdeH8,0.542,0.5529999999999999,-7.372999999999999,0.0313,0.195,0.0,0.909,79.258,0
639,Miss You - Dr. Dre Remix 2002,The Rolling Stones,spotify:track:6Z4mxYrqa5mvTaeZEOocie,0.903,0.672,-5.785,0.0413,0.0132,0.0161,0.972,104.994,8
640,Groove Me,Angie Stone,spotify:track:6Ezx0ylzzwqUOXiRu76STr,0.873,0.642,-5.816,0.0836,0.142,0.0,0.8640000000000001,102.91,8
641,Shining Star,"Earth, Wind & Fire",spotify:track:1yPpmwl4WYbyrIIGXnVtJD,0.6759999999999999,0.903,-4.735,0.0762,0.239,0.000852,0.8290000000000001,102.54,8
642,Naive,The Kooks,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,0.391,0.8079999999999999,-6.209,0.0892,0.0759,0.0,0.737,100.304,4
643,Move On,Jet,spotify:track:1EZtTxVWxkxNiGWZ0eLRc7,0.521,0.452,-5.722,0.0348,0.244,2.56e-06,0.135,135.649,5
644,Streets Of Love - Remastered,The Rolling Stones,spotify:track:4OJ8gZmB6afc5QuhhBrcm1,0.434,0.603,-4.995,0.0312,0.0416,6.44e-06,0.213,81.755,7
645,Summer Of '69,Bryan Adams,spotify:track:5ROeX4Hi9XoBT5hmBR1xra,0.505,0.71,-10.853,0.0371,0.0115,2.58e-06,0.7709999999999999,138.907,12
646,Save Tonight,Eagle-Eye Cherry,spotify:track:2hdhm6piUJnmKXmEmskXCg,0.545,0.6990000000000001,-8.76,0.0338,9.44e-05,5.79e-05,0.6,119.589,4
647,Acoustic #3 - Album Version-What I Learned About Ego...,The Goo Goo Dolls,spotify:track:274PszHemIXEXtRrxQkZWZ,0.504,0.364,-9.794,0.0292,0.235,0.0,0.508,125.92299999999999,1
648,Sunrise,Norah Jones,spotify:track:7zkLpY72g6lKQbiHDqri1S,0.526,0.299,-13.797,0.031,0.941,0.09699999999999999,0.679,156.84799999999998,10
649,Maria,Blondie,spotify:track:7bOYOD0d7ByMTXvJnQVl8d,0.5479999999999999,0.8,-6.926,0.0597,0.038,0.00255,0.805,159.654,12
650,Disko Partizani,Shantel,spotify:track:3AitTz7ugVXLIK9zd5saAa,0.722,0.875,-5.414,0.0416,0.10400000000000001,0.0451,0.885,100.00200000000001,8
651,Rockstar,Nickelback,spotify:track:2cKCSngj4rdMI9K1deFJOe,0.616,0.91,-3.0039999999999996,0.0386,0.0459,0.0,0.693,144.07299999999998,4
652,Photograph,Nickelback,spotify:track:3hb2ScEVkGchcAQqrPLP0R,0.513,0.877,-3.7560000000000002,0.0292,0.000932,0.00016299999999999998,0.389,145.91899999999998,3
653,There Goes Another Love Song,The Outlaws,spotify:track:5jKdSZtw2yst6FzDJ4yvEV,0.514,0.7659999999999999,-5.894,0.0276,0.00396,2.09e-06,0.754,135.877,4
654,Green Grass & High Tides - Remastered,The Outlaws,spotify:track:4BxfXnGbnlibcUUPKog7Ne,0.263,0.828,-8.225,0.0412,0.000421,0.018000000000000002,0.584,99.09200000000001,7
655,Where Is The Love?,Black Eyed Peas,spotify:track:0uqPG793dkDDN7sCUJJIVC,0.835,0.687,-3.18,0.184,0.10099999999999999,0.0,0.828,94.059,14
656,Lucky Man,"Emerson, Lake & Palmer",spotify:track:2hGUPlpbWeV4SXy9zY7apq,0.371,0.267,-9.294,0.0291,0.642,9.68e-05,0.23,155.34,10
657,I'm Gonna Be (500 Miles),The Proclaimers,spotify:track:66S14BkJDxgkYxLl5DCqOz,0.851,0.551,-5.1770000000000005,0.0396,0.151,0.0,0.807,131.922,8
658,The Spirit Of Radio,Rush,spotify:track:2yvILTAkreGyEtYG68a1Yp,0.48,0.951,-4.777,0.0554,0.028999999999999998,0.000156,0.708,135.889,4
659,This Is The Life,Amy Macdonald,spotify:track:3oyqGFcN7m3jk4alkNI3j9,0.51,0.883,-5.026,0.0418,0.255,0.0,0.871,190.162,12
660,On The Road Again - Remastered,Canned Heat,spotify:track:1R45EyWM83EVqPOrDWtZTG,0.537,0.557,-8.302,0.0352,0.249,0.0,0.168,130.093,5
661,Personal Jesus,Johnny Cash,spotify:track:2CYqXSe4pzCqpSWZvqgE39,0.748,0.557,-8.92,0.042,0.486,0.000217,0.72,123.344,0
662,I Walk The Line - Single Version,Johnny Cash,spotify:track:3uatQAOZ90mnrixwhKiSAI,0.825,0.531,-10.327,0.0387,0.745,0.0193,0.733,105.447,0
663,The Sound of Silence,Simon & Garfunkel,spotify:track:64gpgh5jBMxyh7iVJll23t,0.531,0.217,-13.883,0.0302,0.871,2.59e-06,0.34,106.84200000000001,9
664,You're the One that I Want,C&C Productions,spotify:track:6CqR4kUwJySVaQPLP49E1V,0.763,0.905,-7.5920000000000005,0.0604,0.13,0.0259,0.763,105.969,8
665,Red Rooster,Howlin' Wolf,spotify:track:4WbgYfXqzLIVIRFZ8DCgVx,0.40700000000000003,0.244,-18.095,0.0356,0.779,0.81,0.731,117.917,2
666,Rehab,Amy Winehouse,spotify:track:303SXchvzZh2pCQBsjMmcR,0.5760000000000001,0.852,-3.8080000000000003,0.0529,0.042,2.57e-06,0.747,145.529,12
667,It's Not Unusual,Tom Jones,spotify:track:2LW29dEaw4EWNkHNzRma2O,0.479,0.67,-10.475999999999999,0.045,0.609,0.0,0.9259999999999999,92.1,0
668,Cry Of The Celts - Single Edit With Taps,Ronan Hardiman,spotify:track:7Av84TRZ1qnhntskXt4mUh,0.648,0.851,-11.267000000000001,0.0545,0.124,0.625,0.534,124.99700000000001,11
669,Hallelujah,Jeff Buckley,spotify:track:5qv0ohJV2QNwga79jLNDYQ,0.26,0.133,-11.155999999999999,0.0351,0.92,0.0007160000000000001,0.0828,69.166,9
670,Under Pressure,Queen,spotify:track:4FYeIka527pqJV5Jm5EXai,0.67,0.535,-12.657,0.0523,0.40399999999999997,0.0,0.429,113.48100000000001,0
671,These Boots Are Made for Walking,The Magic Time Travelers,spotify:track:0CejWpX54SxMt6LcSD4VRh,0.639,0.375,-13.640999999999998,0.0619,0.0728,0.000198,0.147,165.447,10
672,Moonlight Shadow,Maggie Reilly,spotify:track:7o0rlXnNGd8krmqFOk29Vf,0.623,0.772,-7.517,0.0252,0.0757,1.73e-06,0.8759999999999999,128.58,8
673,I Say A Little Prayer,Aretha Franklin,spotify:track:6bBwFPgVdWxuc4uWEyALCa,0.5870000000000001,0.535,-7.792000000000001,0.0319,0.545,0.0,0.536,133.178,0
674,Carry on Wayward Son,Kansas,spotify:track:2t78PJDrCzeUhTWEJQjyJQ,0.467,0.787,-5.734,0.0322,0.00275,0.000144,0.8170000000000001,126.87700000000001,4
675,Dust In the Wind,Kansas,spotify:track:1niesTemAki2TpoMqJmNWV,0.491,0.153,-18.88,0.0319,0.318,6.11e-06,0.381,93.51700000000001,9
676,Take It Off,The Donnas,spotify:track:12xyxncnJicAOoba8qzPmb,0.444,0.843,-6.377999999999999,0.0968,1.4599999999999999e-05,0.000681,0.265,158.54,3
677,Build Me up Buttercup (Re-Recorded),The Foundations,spotify:track:2Vi0fxL1fyE7KrKt3JihJn,0.7070000000000001,0.8140000000000001,-7.364,0.0367,0.158,2.72e-06,0.922,132.062,8
678,Monster,La Kinky Beat,spotify:track:72PnwHSci3Y5zAgMCTs4bw,0.735,0.866,-5.271,0.0338,0.0433,0.0,0.914,127.008,8
679,"La Bamba - Recorded at Gold Star- The B-side of ""Donna""",Ritchie Valens,spotify:track:5obDoHNMQDHppEKwuxk3Bn,0.596,0.8109999999999999,-6.596,0.0454,0.7759999999999999,0.000153,0.958,74.936,0
680,Proud Mary,Ike & Tina Turner,spotify:track:5YI7v4VBa23fbEt9wuUmkg,0.611,0.396,-13.741,0.17800000000000002,0.495,1.4e-06,0.754,99.71,0
681,Stand By Me - Live,Ike & Tina Turner,spotify:track:14kO0kNRRrZT9HFJEzKs79,0.728,0.413,-13.934000000000001,0.0894,0.428,0.000582,0.953,89.615,0
682,Ring Of Fire,Johnny Cash,spotify:track:3GhpgjhCNZZa6Lb7Wtrp3S,0.628,0.493,-8.709,0.0264,0.177,0.0137,0.6659999999999999,104.61200000000001,0
683,A Boy Named Sue,Johnny Cash,spotify:track:41z2CLPSwQVA0hVNvu28ej,0.665,0.525,-9.41,0.20199999999999999,0.804,3.04e-06,0.907,101.61,14
684,I've Been Everywhere,Johnny Cash,spotify:track:6y8zaPjL3eHZW3UAuL2VJo,0.7240000000000001,0.657,-9.283,0.0714,0.6940000000000001,2.01e-05,0.8009999999999999,112.35700000000001,0
685,I Got Stripes,Johnny Cash,spotify:track:007aEIgDfjKE16ybtImcDt,0.718,0.47600000000000003,-10.38,0.0363,0.7709999999999999,0.0,0.8909999999999999,103.73,0
686,It Ain't Me Babe,Johnny Cash,spotify:track:2D1dayxJQ6iTgnIXYlAvrL,0.628,0.40299999999999997,-11.937000000000001,0.0351,0.504,0.0,0.489,106.346,0
687,Clint Eastwood,Gorillaz,spotify:track:1RKUoGiLEbcXN4GY4spQDx,0.6629999999999999,0.6940000000000001,-8.627,0.172,0.0249,0.0,0.524,167.96400000000003,12
688,Five Feet High and Rising,Johnny Cash,spotify:track:6hoI3nJgpQbNdJRSTmokUQ,0.727,0.42200000000000004,-10.890999999999998,0.127,0.706,8.21e-06,0.81,165.548,0
689,Long Cool Woman (In a Black Dress) - 2003 Remaster,The Hollies,spotify:track:18rrsiC8d16IxvgyvBeFPc,0.755,0.8690000000000001,-9.271,0.0572,0.38299999999999995,0.00162,0.782,138.89600000000002,8
690,The eye of the tiger - version éditée,Olivier Bernet - Arnaud Aguergaray - Stéphane Garin - Stéphane Goueytes - Maitane Sebastian - Chiara Mastroianni,spotify:track:2ZqGzZWWZXEyPxJy6N9QhG,0.515,0.43200000000000005,-9.331,0.0268,0.805,0.565,0.52,104.921,13
691,Jailhouse Rock,Elvis Presley,spotify:track:1HvtjEUAEgev6klVFyZYgJ,0.631,0.639,-7.8420000000000005,0.0961,0.303,5.54e-06,0.89,167.351,12
692,Brown Eyed Girl,Van Morrison,spotify:track:0m8wWqMxBE8dVBjShuPiWd,0.597,0.6659999999999999,-7.695,0.0373,0.16899999999999998,0.0,0.917,74.30199999999999,8
693,Under Pressure,My Chemical Romance,spotify:track:4j08A1efdJcVINBHSmQKPS,0.528,0.897,-5.943,0.0589,0.00134,0.0,0.29,125.009,7
694,Wild Wild West (feat. Dru Hill & Kool Mo Dee) - Album Version With Intro,Will Smith,spotify:track:5AMvBCtX2rspUdoeJ9IsPN,0.861,0.597,-7.221,0.162,0.0983,0.0,0.6940000000000001,107.016,14
695,Riverside - Radio Mix,Sidney Samson,spotify:track:57SY4lMewpSsOQCYAEnEiw,0.799,0.96,-2.012,0.043,0.0006730000000000001,0.774,0.755,125.995,11
696,Oreka,Berri Txarrak,spotify:track:20lK8IHAvE6vEHKa39wyBV,0.631,0.935,-5.012,0.0388,0.00471,0.000297,0.466,135.071,4
697,The River,Bruce Springsteen,spotify:track:2z0vATajOBlmLnOMErZWZD,0.5870000000000001,0.47600000000000003,-13.54,0.0321,0.17,5.13e-06,0.5579999999999999,117.465,1
698,9 To 5,Dolly Parton,spotify:track:5UWYJWoVXRpaLuzzXmHqg8,0.5539999999999999,0.7829999999999999,-5.852,0.0457,0.41600000000000004,1.54e-06,0.813,105.39,4
699,It's A Man's Man's Man's World,James Brown,spotify:track:6kBl749onQEDiP9GjjOVVR,0.46799999999999997,0.415,-9.172,0.0435,0.68,0.0072,0.609,161.775,10
700,I Got You (I Feel Good),James Brown & The Famous Flames,spotify:track:3pa9rRj4E79xSLeBKerwhT,0.605,0.599,-5.164,0.0728,0.18,0.0,0.657,143.523,12
701,Forever Young,Youth Group,spotify:track:5d4EJrwEEQgP4qzs6gwzsD,0.379,0.664,-6.8629999999999995,0.0307,0.0167,0.000679,0.301,115.272,7
702,The Locomotion,Little Eva,spotify:track:5IHNFbwUmh7GHUhqdZ67QS,0.629,0.782,-9.595,0.0574,0.7090000000000001,0.0215,0.736,128.97299999999998,0
703,Hawaii Five-O,The Brian Setzer Orchestra,spotify:track:7c4LTx7qpZNtwvaGjMPmqo,0.24,0.9540000000000001,-6.303999999999999,0.128,0.00237,0.087,0.529,160.122,3
704,You Can Leave Your Hat On,Joe Cocker,spotify:track:5XWz8WzusgU4UF2ICEV1SV,0.65,0.535,-13.325,0.0282,0.11800000000000001,0.0,0.9,173.8,12
705,Gitano,La Pulquería,spotify:track:3gte4MrUqajrvXLJskEsUB,0.5720000000000001,0.8859999999999999,-8.072000000000001,0.0722,0.000306,0.00044100000000000004,0.754,179.954,12
706,Tunnel Of Love - Intro/The Carousel Waltz,Dire Straits,spotify:track:12beKjEPNbzxLCCGjBsR2I,0.488,0.792,-7.882000000000001,0.0373,0.242,0.0147,0.617,137.54,12
707,Romeo And Juliet,Dire Straits,spotify:track:2fF7mQOxo1SZuIMHTQgQD8,0.613,0.441,-11.999,0.0309,0.546,0.0132,0.525,87.573,0
708,Bang Bang (2006 Digital Remaster) (Feat. Billy Strange),Nancy Sinatra,spotify:track:7JCxhQN7bWTYvNVEBIf3cL,0.428,0.24,-15.183,0.0641,0.9840000000000001,0.042,0.39,186.43900000000002,10
709,Black Or White,Michael Jackson,spotify:track:5YAY2D4s3o0QNOpFwEsynX,0.767,0.895,-3.633,0.0871,0.177,0.0253,0.884,114.789,8
710,Fever,Peggy Lee,spotify:track:2CeqxyOZEyiL6pTDYZ9gPH,0.742,0.0899,-19.187,0.158,0.0906,0.0,0.35100000000000003,137.47299999999998,9
711,The Lion Sleeps Tonight (Wimoweh),The Tokens,spotify:track:5pirNblzhaD1m88s1AAIi4,0.42100000000000004,0.519,-6.825,0.0323,0.764,0.0,0.7440000000000001,123.50299999999999,10
712,Rough God Goes Riding - 2007 Re-mastered,Van Morrison,spotify:track:4gVezJDWZEY2wJu5xLG8cY,0.64,0.628,-8.243,0.0459,0.5720000000000001,0.0171,0.507,66.328,0
713,Shake A Tail Feather,Ike & Tina Turner,spotify:track:0og2Y3XqH0lCTTZYWfp3nA,0.489,0.7559999999999999,-12.075999999999999,0.0522,0.5479999999999999,0.0,0.927,153.289,12
714,One,Harry Nilsson,spotify:track:7p57IQp49FmCtj2TLyxgCJ,0.541,0.0653,-19.531,0.0413,0.929,0.000513,0.27699999999999997,125.402,9
715,Woman,The Beau Brummels,spotify:track:7oa3uo2qLOUlNt9FxFX3tP,0.435,0.9,-7.36,0.0506,0.573,0.733,0.7609999999999999,178.12400000000002,12
716,No Song Unheard,The Hellacopters,spotify:track:4dtThTihlGhxcggGCAfhed,0.519,0.8759999999999999,-5.712000000000001,0.0381,0.0117,0.0,0.7020000000000001,129.799,4
717,Kick On The Upperclass,Hardcore Superstar,spotify:track:5seyghZTc7lTj0zkJOs6ny,0.282,0.907,-4.2989999999999995,0.0655,0.00011899999999999999,4.25e-06,0.24,154.386,3
718,Back To Black,Amy Winehouse,spotify:track:33fdvicpRVPWCPz19Obajn,0.49,0.725,-3.304,0.0392,0.12300000000000001,2.68e-05,0.335,123.28,7
719,You Really Got Me,The Kinks,spotify:track:4rKXPT9Vw1k9c7fldZbDWj,0.271,0.987,-6.045,0.20800000000000002,0.00337,0.292,0.146,165.68599999999998,3
720,My Generation - Artificial Stereo Version,The Who,spotify:track:0BzmpYti850uxT6RGSMX2O,0.299,0.8390000000000001,-7.8839999999999995,0.11,0.17600000000000002,8.05e-05,0.626,95.833,7
721,Sexual Healing,Marvin Gaye,spotify:track:5WhgFlm3lvSItYtnUsnufr,0.8009999999999999,0.597,-9.842,0.0599,0.114,0.000239,0.723,94.383,0
722,Back In Black,Phil Collen,spotify:track:3Hpu8lwBTeb3spusjSGMvg,0.46299999999999997,0.882,-4.376,0.0424,0.00107,0.16899999999999998,0.47700000000000004,92.851,7
723,School’s Out,Eric Singer,spotify:track:2CklOyQ7Nqio3FXZMHn0CA,0.32299999999999995,0.9540000000000001,-3.438,0.0916,0.0042,0.00122,0.366,138.385,3
724,Evil Woman,Electric Light Orchestra,spotify:track:3Qs6vSgTIYxoysU89GKJvY,0.696,0.639,-7.568,0.028999999999999998,0.439,7.7e-05,0.887,119.647,0
725,Roxanne - 2003 Stereo Remastered Version,The Police,spotify:track:5Z5pWsmW9DRAB5j6iBenZl,0.613,0.752,-8.853,0.382,0.0243,5.81e-06,0.659,133.996,6
726,So Lonely - 2003 Stereo Remastered Version,The Police,spotify:track:3AFDbkn9dDaYdNqKkp8nWf,0.532,0.583,-8.262,0.163,0.0147,1.53e-06,0.742,77.637,14
727,Every Breath You Take - 2003 Stereo Remastered Version,The Police,spotify:track:1yPbbbn3qch0JGJFKqAGff,0.825,0.475,-9.242,0.0342,0.535,0.00932,0.727,117.39,0
728,Message In A Bottle - 2003 Stereo Remastered Version,The Police,spotify:track:7dn9n3J6C5LCyK7FmvVAM8,0.573,0.807,-7.061,0.0385,0.0333,1.2e-05,0.871,150.987,12
729,"Driven To Tears - Live From River Plate Stadium, Buenos Aires",The Police,spotify:track:0RWsy130RelJneNdiM2CvD,0.37,0.9420000000000001,-3.2510000000000003,0.11699999999999999,0.0101,0.000333,0.42700000000000005,157.489,3
730,"De Do Do Do, De Da Da Da - Live From River Plate Stadium, Buenos Aires",The Police,spotify:track:38ni0nWqQ575GQ87fBvtZQ,0.594,0.835,-4.863,0.0407,0.0251,0.000828,0.608,147.113,4
731,"De Do Do Do, De Da Da Da - 2003 Stereo Remastered Version",The Police,spotify:track:5H2DoeKut5XdsSvvIdjpjr,0.7859999999999999,0.53,-8.885,0.0513,0.0629,0.0249,0.872,147.851,8
732,Next To You - Live In Boston / 2003 Stereo Remastered Version,The Police,spotify:track:4ni40bXScDHL6Fo2xOiSqj,0.282,0.99,-5.862,0.172,0.0897,0.149,0.252,98.834,7
733,"Addicted To That Rush [Live at Warfield Theatre, San Francisco, CA, March 28, 1992]",Mr. Big,spotify:track:23tVf6MjN8Q9B7hAiPsjVj,0.426,0.9790000000000001,-8.738999999999999,0.195,0.40299999999999997,0.00135,0.20600000000000002,118.609,7
734,Great Big Kiss,Johnny Thunders,spotify:track:2TUgD0LVxchCMCKelbepgs,0.298,0.7040000000000001,-11.542,0.0464,0.321,0.000148,0.561,177.954,3
735,This Is It,Michael Jackson,spotify:track:5XaOvJcyNBNXRohL3eB9dL,0.636,0.648,-5.716,0.033,0.604,0.000148,0.56,96.883,0
736,Suspicious Minds - Elvis Live version,Elvis Presley,spotify:track:21uqk0VElbm5bxCNTR3E6M,0.313,0.693,-11.795,0.11699999999999999,0.315,0.0287,0.649,133.195,1
737,Twist and Shout,Chubby Checker,spotify:track:64sxYVv6qC2fKhApIe3fE9,0.6859999999999999,0.812,-12.069,0.0467,0.0137,0.00196,0.93,151.024,12
738,Twist and Shout - Live Version,Ike & Tina Turner,spotify:track:38Zp5S5kEqUMEuabU3JhA3,0.445,0.97,-6.744,0.29600000000000004,0.409,0.11800000000000001,0.573,145.101,6
739,Maggie May - Remastered Version,Rod Stewart,spotify:track:1r3kj1yMff7ilIsR7hpvUo,0.62,0.5589999999999999,-10.568,0.0369,0.7170000000000001,0.433,0.527,129.401,0
